"Name","Location","Type","Namespace","Source","Reference Count","Offcut Ref Count"
"const_0.35_smokeRelated","807af5f0","Data Label","Global","User Defined","2","11"
"const_25.0_thwomp_xThresholdToConsiderSlamming","807af5f8","Data Label","Global","User Defined","1","11"
"const_23.0_thwompDistToTriggerSlam","807af5fc","Data Label","Global","User Defined","1","11"
"const_3.0_YThresholdToStartSlam","807af600","Data Label","Global","User Defined","1","11"
"const_2.5_raiseHeight","807af608","Data Label","Global","User Defined","1","11"
"const_0.25_initialRaiseSpeed","807af610","Data Label","Global","User Defined","1","11"
"const_-5.0_thwompStopFallingThreshold","807af618","Data Label","Global","User Defined","2","11"
"const_-5.0_thwompGroundLevel","807af620","Data Label","Global","User Defined","3","11"
"const_0.2_thwompRaisingSpeed","807af628","Data Label","Global","User Defined","1","11"
"const_-0.002","807af630","Data Label","Global","User Defined","1","0"
"const_0.0","807af724","Data Label","Global","User Defined","11","0"
"const_0.5","807af728","Data Label","Global","User Defined","2","0"
"const_pi*4/9","807af740","Data Label","Global","User Defined","1","0"
"const_-0.03125","807af878","Data Label","Global","User Defined","1","0"
"PI/20","807af87c","Data Label","Global","User Defined","1","0"
"const_0.0","807af880","Data Label","Global","User Defined","1","0"
"const_pi/180","807afa98","Data Label","Global","User Defined","49","0"
"const_0.0","807afaa4","Data Label","Global","User Defined","129","0"
"const_4.5_chompHitboxHeight","807afaa8","Data Label","Global","User Defined","22","0"
"const_57.29578","807afab0","Data Label","Global","User Defined","6","0"
"const_-1","807afab8","Data Label","Global","User Defined","27","0"
"c_2.4","807afabc","Data Label","Global","User Defined","3","0"
"const_1.0","807afad8","Data Label","Global","User Defined","32","0"
"const_0.5","807afae0","Data Label","Global","User Defined","20","0"
"c_60.0","807afaf4","Data Label","Global","User Defined","9","0"
"chompScaling","807afb08","Data Label","Global","User Defined","17","0"
"c_-512.0","807afb0c","Data Label","Global","User Defined","3","0"
"const_3.0","807afbb0","Data Label","Global","User Defined","8","0"
"const_5.0","807afbb8","Data Label","Global","User Defined","8","0"
"const_0.3_initialYVelo","807afc28","Data Label","Global","User Defined","4","0"
"const_12.5","807afc48","Data Label","Global","User Defined","4","0"
"const_0.4_gravity","807afc4c","Data Label","Global","User Defined","9","0"
"const_180","807afc50","Data Label","Global","User Defined","2","0"
"const_0.2_bounceHeight","807afc54","Data Label","Global","User Defined","3","0"
"const_0.3","807afc58","Data Label","Global","User Defined","1","0"
"const_0.15","807afc60","Data Label","Global","User Defined","2","0"
"const_0.4","807afc68","Data Label","Global","User Defined","2","0"
"const_10.0","807afc70","Data Label","Global","User Defined","2","0"
"const_0.26","807afc78","Data Label","Global","User Defined","4","0"
"const_21.25","807afc80","Data Label","Global","User Defined","2","0"
"noReturnValueString","807afcb8","Data Label","Global","User Defined","4","0"
"const_0.0","807afd3c","Data Label","Global","User Defined","9","0"
"const_1000.0","807afd58","Data Label","Global","User Defined","3","0"
"const_0.8","807afd5c","Data Label","Global","User Defined","6","0"
"const_0.001","807afd60","Data Label","Global","User Defined","6","0"
"const_0.03","807afd64","Data Label","Global","User Defined","3","0"
"const_0.08","807afd68","Data Label","Global","User Defined","3","0"
"const_0.12","807afd6c","Data Label","Global","User Defined","3","0"
"const_0.003","807afd78","Data Label","Global","User Defined","1","0"
"PI","807afd7c","Data Label","Global","User Defined","2","0"
"c_0.0","807afe50","Data Label","Global","User Defined","1","0"
"c_0.0","807afe54","Data Label","Global","User Defined","1","0"
"c_0.0","807afe58","Data Label","Global","User Defined","1","0"
"c_0.0","807afe5c","Data Label","Global","User Defined","2","0"
"c_-1.0","807afe60","Data Label","Global","User Defined","1","0"
"c_0.0","807afe64","Data Label","Global","User Defined","1","0"
"c_0.0","807afe88","Data Label","Global","User Defined","4","0"
"c_0.0","807afe8c","Data Label","Global","User Defined","3","0"
"c_-1.0","807afe90","Data Label","Global","User Defined","3","0"
"c_0.0","807afe9c","Data Label","Global","User Defined","50","0"
"c_57.29578","807afea0","Data Label","Global","User Defined","4","0"
"c_360.0","807afea4","Data Label","Global","User Defined","3","0"
"c_-1.0","807afea8","Data Label","Global","User Defined","4","0"
"c_2.2","807afeac","Data Label","Global","User Defined","3","0"
"c_2.5","807afeb8","Data Label","Global","User Defined","2","0"
"c_1.085714285714286","807afee0","Data Label","Global","User Defined","3","0"
"c_1.2","807afee8","Data Label","Global","User Defined","5","0"
"c_20.0","807afef8","Data Label","Global","User Defined","5","0"
"c_-2.0","807aff08","Data Label","Global","User Defined","2","0"
"const_10.0","807aff28","Data Label","Global","User Defined","1","0"
"unk807b0000","807b0000","Data Label","Global","User Defined","1271","5"
"const_0.0","807b00fc","Data Label","Global","User Defined","3","0"
"const_0.0","807b0100","Data Label","Global","User Defined","2","0"
"const_1.0","807b0104","Data Label","Global","User Defined","2","0"
"const_0.0","807b0120","Data Label","Global","User Defined","1","0"
"const_0.0","807b0124","Data Label","Global","User Defined","1","0"
"const_-1.0","807b0128","Data Label","Global","User Defined","1","0"
"const_0.0","807b0164","Data Label","Global","User Defined","2","0"
"const_1.0","807b0168","Data Label","Global","User Defined","1","0"
"const_0.0","807b016c","Data Label","Global","User Defined","1","0"
"c_1.0","807b0178","Data Label","Global","User Defined","1","0"
"c_0.0","807b017c","Data Label","Global","User Defined","1","0"
"c_0.0","807b0180","Data Label","Global","User Defined","1","0"
"const_1.0","807b0190","Data Label","Global","User Defined","23","0"
"const_0.5","807b0194","Data Label","Global","User Defined","10","0"
"const_-0.5","807b0198","Data Label","Global","User Defined","3","0"
"const_0.0","807b019c","Data Label","Global","User Defined","163","0"
"const_0.01","807b01a8","Data Label","Global","User Defined","6","0"
"const_-1.0","807b01b0","Data Label","Global","User Defined","20","0"
"const_2.0","807b01b4","Data Label","Global","User Defined","8","0"
"c_0.5","807b01c8","Data Label","Global","User Defined","4","0"
"const_1.0","807b01e8","Data Label","Global","User Defined","5","0"
"2PI","807b0210","Data Label","Global","User Defined","1","0"
"const_5.0","807b0218","Data Label","Global","User Defined","1","0"
"const_pi/180_convToRads","807b021c","Data Label","Global","User Defined","34","0"
"const_-1.0","807b0220","Data Label","Global","User Defined","2","0"
"const_57.295","807b0228","Data Label","Global","User Defined","10","0"
"const_100.0","807b022c","Data Label","Global","User Defined","5","0"
"const_0.1","807b0230","Data Label","Global","User Defined","2","0"
"const_0.3","807b0238","Data Label","Global","User Defined","5","0"
"const_0.044","807b0240","Data Label","Global","User Defined","1","0"
"const_360","807b0254","Data Label","Global","User Defined","6","0"
"const_1.25","807b0260","Data Label","Global","User Defined","1","0"
"const_10.0","807b0270","Data Label","Global","User Defined","18","0"
"const_180","807b0280","Data Label","Global","User Defined","2","0"
"const_4.67","807b0290","Data Label","Global","User Defined","1","0"
"const_1.75","807b02a0","Data Label","Global","User Defined","3","0"
"const_0.42","807b02a8","Data Label","Global","User Defined","2","0"
"const_0.022","807b02ac","Data Label","Global","User Defined","1","0"
"const_0.044","807b02b0","Data Label","Global","User Defined","1","0"
"const_1/3","807b02c0","Data Label","Global","User Defined","2","0"
"const_2/3","807b02c4","Data Label","Global","User Defined","3","0"
"const_3.0","807b02c8","Data Label","Global","User Defined","18","0"
"const_0.7","807b02cc","Data Label","Global","User Defined","1","0"
"const_-0.05","807b02d0","Data Label","Global","User Defined","3","0"
"const_100.0","807b02d8","Data Label","Global","User Defined","5","0"
"const_-16.5","807b02e0","Data Label","Global","User Defined","5","0"
"const_25.0","807b02e8","Data Label","Global","User Defined","5","0"
"const_40.0","807b02f0","Data Label","Global","User Defined","6","0"
"const_16.5","807b02f8","Data Label","Global","User Defined","2","0"
"const_0.2","807b0328","Data Label","Global","User Defined","4","0"
"const_18.0","807b032c","Data Label","Global","User Defined","2","0"
"const_45.0_minZForAimingBarrel","807b0330","Data Label","Global","User Defined","3","0"
"const_90.0","807b0338","Data Label","Global","User Defined","2","0"
"const_73.0","807b0340","Data Label","Global","User Defined","2","0"
"const_52.0_ballDistNeededToLaunch","807b0344","Data Label","Global","User Defined","6","0"
"const_90.0","807b0348","Data Label","Global","User Defined","1","0"
"const_68.0","807b034c","Data Label","Global","User Defined","3","0"
"c1.5","807b0380","Data Label","Global","User Defined","2","0"
"c-50.0","807b0384","Data Label","Global","User Defined","4","0"
"c40.0","807b0388","Data Label","Global","User Defined","4","0"
"c50.0","807b038c","Data Label","Global","User Defined","4","0"
"c-20.0","807b0390","Data Label","Global","User Defined","4","0"
"c95.0","807b0394","Data Label","Global","User Defined","4","0"
"const_-0.2","807b03a4","Data Label","Global","User Defined","1","0"
"const_0.0FountainBaseOffset","807b046c","Data Label","Global","User Defined","20","0"
"const_0.1","807b0490","Data Label","Global","User Defined","4","0"
"const_0.0000001","807b0498","Data Label","Global","User Defined","1","0"
"const_-1.0","807b04a0","Data Label","Global","User Defined","10","0"
"const_-0.02","807b04a8","Data Label","Global","User Defined","1","0"
"const_35.0","807b068c","Data Label","Global","User Defined","1","0"
"const_-0.1887","807b0690","Data Label","Global","User Defined","1","0"
"const_138.0","807b0694","Data Label","Global","User Defined","1","0"
"const_176.0","807b0698","Data Label","Global","User Defined","1","0"
"doubleConst","807b06a0","Data Label","Global","User Defined","7","0"
"const_pi/2","807b06a8","Data Label","Global","User Defined","3","0"
"const_1.0","807b0720","Data Label","Global","User Defined","3","0"
"const_0.0","807b0724","Data Label","Global","User Defined","15","0"
"constToDouble","807b0728","Data Label","Global","User Defined","6","0"
"const_0.01745","807b0730","Data Label","Global","User Defined","1","0"
"3.0","807b080c","Data Label","Global","User Defined","8","0"
"0.5","807b0824","Data Label","Global","User Defined","8","0"
"const_100.0","807b0940","Data Label","Global","User Defined","12","0"
"const_0.3","807b0950","Data Label","Global","User Defined","7","0"
"const_0.0","807b0958","Data Label","Global","User Defined","10","0"
"const_1.0","807b095c","Data Label","Global","User Defined","8","0"
"0.0","807b0a10","Data Label","Global","User Defined","73","0"
"const_2.0","807b0a78","Data Label","Global","User Defined","11","0"
"const_3.5","807b0a7c","Data Label","Global","User Defined","10","0"
"const_12.0","807b0acc","Data Label","Global","User Defined","3","0"
"const_100000","807b1110","Data Label","Global","User Defined","3","0"
"c_32767","807b131c","Data Label","Global","User Defined","9","0"
"c_0.5","807b1320","Data Label","Global","User Defined","7","0"
"c_2.0","807b1338","Data Label","Global","User Defined","4","0"
"c_0.0","807b1520","Data Label","Global","User Defined","3","0"
"c_0.0","807b1524","Data Label","Global","User Defined","2","0"
"c_0.0","807b1528","Data Label","Global","User Defined","2","0"
"1.5","807b1560","Data Label","Global","User Defined","1","0"
"0.7","807b1564","Data Label","Global","User Defined","1","0"
"c_0.1","807b1568","Data Label","Global","User Defined","1","0"
"c_0.05","807b1570","Data Label","Global","User Defined","1","0"
"switchdataD_807b17d0","807b17d0","Data Label","switchD_8063f730","Analysis","2","0"
"upVec","807b17f8","Data Label","Global","User Defined","1","0"
"Zneg","807b1804","Data Label","Global","User Defined","1","1"
"UpVec","807b1810","Data Label","Global","User Defined","1","0"
"FrameCountOfEntireGame","807b1828","Data Label","Global","User Defined","24","0"
"FrameCountOfTimeSinceLeftMainMenu","807b182c","Data Label","Global","User Defined","3","0"
"StaticRandomInt1Stored?","807b1830","Data Label","Global","User Defined","1","0"
"StaticRandomInt2Stored?","807b1834","Data Label","Global","User Defined","1","0"
"switchdataD_807b2018","807b2018","Data Label","switchD_806484c4","Analysis","2","0"
"const_1","807b2038","Data Label","Global","User Defined","3","0"
"const_2","807b203a","Data Label","Global","User Defined","3","0"
"framesToSwitchCam","807b203c","Data Label","Global","User Defined","1","1"
"cameraData_homePlateViews","807b2040","Data Label","Global","User Defined","11","11"
"minigame_defaultCameraAngle","807b2694","Data Label","Global","User Defined","4","47"
"const_0.0","807b270c","Data Label","Global","User Defined","2","47"
"const_57.01","807b2710","Data Label","Global","User Defined","2","47"
"const_-46.52","807b2714","Data Label","Global","User Defined","2","47"
"const_1.0","807b2718","Data Label","Global","User Defined","2","47"
"const_1024","807b271c","Data Label","Global","User Defined","2","47"
"const_3620","807b271e","Data Label","Global","User Defined","2","47"
"const_0.0","807b2720","Data Label","Global","User Defined","3","47"
"const_0.8","807b2724","Data Label","Global","User Defined","3","47"
"const_-20.0","807b2728","Data Label","Global","User Defined","3","47"
"const_1.0","807b272c","Data Label","Global","User Defined","3","47"
"const_1024","807b2730","Data Label","Global","User Defined","3","47"
"const_0","807b2732","Data Label","Global","User Defined","3","47"
"const_-20.0","807b28cc","Data Label","Global","User Defined","2","0"
"const_-10.0","807b28d0","Data Label","Global","User Defined","3","0"
